Make,Model,Engine_Size_L_x,Cylinders_x,Transmission_x,CO2_Canada,Year,Engine_Size_L_y,Cylinders_y,Transmission_y,CO2_US
TOYOTA,TUNDRA 4WD,5.7,8,AS6,382,2025,3.4,6,Auto(S10),468
TOYOTA,TUNDRA 4WD,5.7,8,AS6,382,2025,3.4,6,Auto(S10),460
TOYOTA,TUNDRA 4WD,5.7,8,AS6,382,2025,3.4,6,Auto(S10),439
BMW,M4 COUPE,3.0,6,AM7,284,2025,3.0,6,Manual(M6),472
BMW,M4 COUPE,3.0,6,M6,271,2025,3.0,6,Manual(M6),472
BMW,X1 XDRIVE28I,2.0,4,AS8,215,2025,2.0,4,Auto(AM-S7),318
BMW,X4 M40I,3.0,6,AS8,264,2025,3.0,6,Auto(S8),377
HONDA,ACCORD,2.4,4,M6,207,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,2.4,4,M6,207,2025,2.0,4,Auto(AV),184
HONDA,CR-V AWD,2.4,4,AV,202,2025,1.5,4,Auto(AV),312
HONDA,CR-V AWD,2.4,4,AV,202,2025,2.0,4,Auto(AV),237
HONDA,HR-V AWD,1.8,4,AV,190,2025,2.0,4,Auto(AV),326
HONDA,HR-V AWD,1.8,4,AV7,190,2025,2.0,4,Auto(AV),326
HONDA,PILOT AWD,3.5,6,A6,265,2025,3.5,6,Auto(S10),415
HONDA,PILOT AWD,3.5,6,AS9,257,2025,3.5,6,Auto(S10),415
HYUNDAI,ELANTRA,1.8,4,AS6,176,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,1.8,4,AS6,176,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,1.8,4,M6,180,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,1.8,4,M6,180,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,2.0,4,AS6,194,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,2.0,4,AS6,194,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,2.0,4,M6,198,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,2.0,4,M6,198,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,SANTA FE AWD,3.3,6,AS6,269,2025,2.5,4,Auto(AM-S8),390
HYUNDAI,SONATA HYBRID,2.0,4,AM6,133,2025,2.0,4,Auto(AM-S6),188
HYUNDAI,TUCSON AWD,1.6,4,AM7,219,2025,2.5,4,Auto(S8),339
HYUNDAI,TUCSON AWD,2.0,4,AS6,240,2025,2.5,4,Auto(S8),339
KIA,SORENTO AWD,2.0,4,AS6,259,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,2.0,4,AS6,259,2025,2.5,4,Auto(S8),357
KIA,SORENTO AWD,2.4,4,AS6,245,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,2.4,4,AS6,245,2025,2.5,4,Auto(S8),357
KIA,SORENTO AWD,3.3,6,AS6,275,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,3.3,6,AS6,275,2025,2.5,4,Auto(S8),357
KIA,SOUL,1.6,4,AS6,206,2025,2.0,4,Auto(AV),302
KIA,SOUL,1.6,4,M6,208,2025,2.0,4,Auto(AV),302
KIA,SOUL,2.0,4,AS6,208,2025,2.0,4,Auto(AV),302
KIA,SOUL ECO DYNAMICS,2.0,4,AS6,208,2025,2.0,4,Auto(AV),287
KIA,SPORTAGE AWD,2.0,4,AS6,261,2025,2.5,4,Auto(S8),361
KIA,SPORTAGE AWD,2.4,4,AS6,251,2025,2.5,4,Auto(S8),361
MAZDA,CX-5 4WD,2.0,4,AS6,199,2025,2.5,4,Auto(S6),370
MAZDA,CX-5 4WD,2.0,4,AS6,199,2025,2.5,4,Auto(S6),348
MAZDA,CX-5 4WD,2.0,4,AS6,199,2025,2.5,4,Auto(S6),321
MAZDA,CX-5 4WD,2.5,4,AS6,210,2025,2.5,4,Auto(S6),370
MAZDA,CX-5 4WD,2.5,4,AS6,210,2025,2.5,4,Auto(S6),348
MAZDA,CX-5 4WD,2.5,4,AS6,210,2025,2.5,4,Auto(S6),321
MAZDA,MX-5,2.0,4,AS6,183,2025,2.0,4,Auto(S6),301
MAZDA,MX-5,2.0,4,AS6,183,2025,2.0,4,Manual(M6),305
MERCEDES-BENZ,AMG G 63,5.5,8,AS7,417,2025,4.0,8,Auto(A9),608
MERCEDES-BENZ,C 300 4MATIC,2.0,4,AS7,212,2025,2.0,4,Auto(A9),329
MERCEDES-BENZ,CLA 250,2.0,4,AS7,188,2025,2.0,4,Auto(AM8),298
MERCEDES-BENZ,G 550,5.5,8,AS7,401,2025,3.0,6,Auto(A9),490
MERCEDES-BENZ,GLA 250 4MATIC,2.0,4,AS7,203,2025,2.0,4,Auto(AM8),315
NISSAN,FRONTIER 4WD,4.0,6,A5,322,2025,3.8,6,Auto(S9),470
NISSAN,FRONTIER 4WD,4.0,6,M6,313,2025,3.8,6,Auto(S9),470
NISSAN,MURANO AWD,3.5,6,AV7,232,2025,2.0,4,Auto(S9),387
NISSAN,PATHFINDER 4WD,3.5,6,AV,251,2025,3.5,6,Auto(S9),379
NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,AV,258,2025,3.5,6,Auto(S9),400
NISSAN,ROGUE AWD,2.5,4,AV,201,2025,1.5,3,Auto(AV-S8),287
NISSAN,SENTRA,1.8,4,AV,167,2025,2.0,4,Auto(AV),262
NISSAN,SENTRA,1.8,4,M6,184,2025,2.0,4,Auto(AV),262
NISSAN,VERSA,1.6,4,AV,161,2025,1.6,4,Auto(AV),253
NISSAN,VERSA,1.6,4,AV,161,2025,1.6,4,Manual(M5),296
NISSAN,VERSA,1.6,4,M5,179,2025,1.6,4,Auto(AV),253
NISSAN,VERSA,1.6,4,M5,179,2025,1.6,4,Manual(M5),296
PORSCHE,911 CARRERA,3.4,6,AM7,238,2025,3.0,6,Auto(AM-S8),424
PORSCHE,911 CARRERA,3.4,6,M7,249,2025,3.0,6,Auto(AM-S8),424
PORSCHE,911 CARRERA CABRIOLET,3.4,6,AM7,236,2025,3.0,6,Auto(AM-S8),429
PORSCHE,911 CARRERA CABRIOLET,3.4,6,M7,251,2025,3.0,6,Auto(AM-S8),429
PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,AM7,260,2025,3.6,6,Auto(AM-S8),459
PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,AM7,260,2025,3.6,6,Auto(AM-S8),459
PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,M7,272,2025,3.6,6,Auto(AM-S8),459
PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,M7,272,2025,3.6,6,Auto(AM-S8),459
PORSCHE,911 CARRERA 4 GTS,3.8,6,AM7,260,2025,3.6,6,Auto(AM-S8),461
PORSCHE,911 CARRERA 4 GTS,3.8,6,M7,265,2025,3.6,6,Auto(AM-S8),461
PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,6,AM7,268,2025,3.6,6,Auto(AM-S8),468
PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,6,M7,272,2025,3.6,6,Auto(AM-S8),468
PORSCHE,911 TURBO,3.8,6,AM7,278,2025,3.7,6,Auto(AM-S8),534
PORSCHE,911 TURBO CABRIOLET,3.8,6,AM7,278,2025,3.7,6,Auto(AM-S8),546
PORSCHE,911 TURBO S,3.8,6,AM7,278,2025,3.7,6,Auto(AM-S8),556
PORSCHE,911 TURBO S CABRIOLET,3.8,6,AM7,278,2025,3.7,6,Auto(AM-S8),549
PORSCHE,CAYENNE,3.6,6,A8,277,2025,3.0,6,Auto(S8),469
PORSCHE,CAYENNE S,3.6,6,A8,286,2025,4.0,8,Auto(S8),492
PORSCHE,MACAN S,3.0,6,A7,285,2025,2.9,6,Auto(AM-S7),466
PORSCHE,PANAMERA,3.6,6,AM7,255,2025,2.9,6,Auto(AM-S8),431
PORSCHE,PANAMERA GTS,4.8,8,AM7,298,2025,4.0,8,Auto(AM-S8),495
PORSCHE,PANAMERA 4,3.6,6,AM7,262,2025,2.9,6,Auto(AM-S8),425
ROLLS-ROYCE,GHOST,6.6,12,AS8,373,2025,6.7,12,Auto(S8),609
ROLLS-ROYCE,PHANTOM,6.7,12,AS8,403,2025,6.7,12,Auto(S8),609
SUBARU,BRZ,2.0,4,AS6,197,2025,2.4,4,Auto(S6),362
SUBARU,BRZ,2.0,4,AS6,197,2025,2.4,4,Manual(M6),398
SUBARU,BRZ,2.0,4,M6,224,2025,2.4,4,Auto(S6),362
SUBARU,BRZ,2.0,4,M6,224,2025,2.4,4,Manual(M6),398
SUBARU,FORESTER AWD,2.0,4,AV8,222,2025,2.5,4,Auto(AV-S8),310
SUBARU,FORESTER AWD,2.5,4,AV6,204,2025,2.5,4,Auto(AV-S8),310
SUBARU,FORESTER AWD,2.5,4,M6,227,2025,2.5,4,Auto(AV-S8),310
SUBARU,OUTBACK AWD,2.5,4,AV6,196,2025,2.4,4,Auto(AV-S8),356
SUBARU,OUTBACK AWD,2.5,4,AV6,196,2025,2.5,4,Auto(AV-S8),314
SUBARU,OUTBACK AWD,2.5,4,M6,228,2025,2.4,4,Auto(AV-S8),356
SUBARU,OUTBACK AWD,2.5,4,M6,228,2025,2.5,4,Auto(AV-S8),314
SUBARU,OUTBACK AWD,3.6,6,AV6,246,2025,2.4,4,Auto(AV-S8),356
SUBARU,OUTBACK AWD,3.6,6,AV6,246,2025,2.5,4,Auto(AV-S8),314
SUBARU,WRX,2.0,4,AV8,254,2025,2.4,4,Auto(AV-S8),422
SUBARU,WRX,2.0,4,AV8,254,2025,2.4,4,Manual(M6),413
SUBARU,WRX,2.0,4,M6,233,2025,2.4,4,Auto(AV-S8),422
SUBARU,WRX,2.0,4,M6,233,2025,2.4,4,Manual(M6),413
SUBARU,WRX,2.5,4,M6,285,2025,2.4,4,Auto(AV-S8),422
SUBARU,WRX,2.5,4,M6,285,2025,2.4,4,Manual(M6),413
TOYOTA,4RUNNER 4WD,4.0,6,AS5,298,2025,2.4,4,Auto(S8),417
TOYOTA,4RUNNER 4WD,4.0,6,AS5,298,2025,2.4,4,Auto(S8),415
TOYOTA,4RUNNER 4WD,4.0,6,AS5,298,2025,2.4,4,Auto(S8),380
TOYOTA,4RUNNER 4WD,4.0,6,AS5,298,2025,2.4,4,Auto(S8),380
TOYOTA,COROLLA,1.8,4,A4,179,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,A4,179,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,A4,179,2025,2.0,4,Auto(AV-S10),265
TOYOTA,COROLLA,1.8,4,AV,171,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,AV,171,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,AV,171,2025,2.0,4,Auto(AV-S10),265
TOYOTA,COROLLA,1.8,4,AV7,166,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,AV7,166,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,AV7,166,2025,2.0,4,Auto(AV-S10),265
TOYOTA,COROLLA,1.8,4,M6,174,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,M6,174,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,M6,174,2025,2.0,4,Auto(AV-S10),265
TOYOTA,HIGHLANDER,3.5,6,AS6,260,2025,2.4,4,Auto(S8),370
TOYOTA,HIGHLANDER,3.5,6,AS6,260,2025,2.4,4,Auto(S8),359
TOYOTA,HIGHLANDER AWD,3.5,6,AS6,272,2025,2.4,4,Auto(S8),371
TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,AV6,198,2025,2.5,4,Auto(AV-S6),254
TOYOTA,PRIUS,1.8,4,AV,104,2025,2.0,4,Auto(AV),155
TOYOTA,RAV4,2.5,4,AS6,212,2025,2.5,4,Auto(S8),292
TOYOTA,RAV4 AWD,2.5,4,AS6,220,2025,2.5,4,Auto(S8),320
TOYOTA,RAV4 AWD,2.5,4,AS6,220,2025,2.5,4,Auto(S8),301
TOYOTA,RAV4 HYBRID AWD,2.5,4,AV6,169,2025,2.5,4,Auto(AV-S6),224
TOYOTA,SEQUOIA 4WD,5.7,8,AS6,382,2025,3.4,6,Auto(S10),439
TOYOTA,SIENNA,3.5,6,AS6,267,2025,2.5,4,Auto(AV-S6),246
TOYOTA,SIENNA AWD,3.5,6,AS6,290,2025,2.5,4,Auto(AV-S6),253
TOYOTA,TACOMA 4WD,2.7,4,AS6,274,2025,2.4,4,Auto(S8),424
TOYOTA,TACOMA 4WD,2.7,4,M5,279,2025,2.4,4,Auto(S8),424
TOYOTA,TACOMA 4WD,3.5,6,AS6,280,2025,2.4,4,Auto(S8),424
TOYOTA,TACOMA 4WD,3.5,6,M6,292,2025,2.4,4,Auto(S8),424
TOYOTA,TUNDRA 4WD,4.6,8,AS6,351,2025,3.4,6,Auto(S10),468
TOYOTA,TUNDRA 4WD,4.6,8,AS6,351,2025,3.4,6,Auto(S10),460
TOYOTA,TUNDRA 4WD,4.6,8,AS6,351,2025,3.4,6,Auto(S10),439
TOYOTA,TUNDRA 4WD,5.7,8,AS6,380,2025,3.4,6,Auto(S10),468
TOYOTA,TUNDRA 4WD,5.7,8,AS6,380,2025,3.4,6,Auto(S10),460
TOYOTA,TUNDRA 4WD,5.7,8,AS6,380,2025,3.4,6,Auto(S10),439
BMW,230I COUPE,2.0,4,AS8,197,2025,2.0,4,Auto(S8),296
BMW,230I COUPE,2.0,4,M6,219,2025,2.0,4,Auto(S8),296
BMW,230I XDRIVE COUPE,2.0,4,AS8,210,2025,2.0,4,Auto(S8),313
BMW,430I XDRIVE COUPE,2.0,4,AS8,213,2025,2.0,4,Auto(S8),294
BMW,430I XDRIVE GRAN COUPE,2.0,4,AS8,213,2025,2.0,4,Auto(S8),305
BMW,M240I COUPE,3.0,6,AS8,224,2025,3.0,6,Auto(S8),339
BMW,M240I COUPE,3.0,6,M6,250,2025,3.0,6,Auto(S8),339
BMW,M240I XDRIVE COUPE,3.0,6,AS8,228,2025,3.0,6,Auto(S8),336
BMW,M4 COUPE,3.0,6,AM7,284,2025,3.0,6,Manual(M6),472
BMW,M4 COUPE,3.0,6,M6,273,2025,3.0,6,Manual(M6),472
BMW,X1 XDRIVE28I,2.0,4,AS8,213,2025,2.0,4,Auto(AM-S7),318
BMW,X4 M40I,3.0,6,AS8,260,2025,3.0,6,Auto(S8),377
HONDA,ACCORD,2.4,4,AV7,190,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,2.4,4,AV7,190,2025,2.0,4,Auto(AV),184
HONDA,ACCORD,2.4,4,M6,210,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,2.4,4,M6,210,2025,2.0,4,Auto(AV),184
HONDA,CR-V AWD,1.5,4,AV,188,2025,1.5,4,Auto(AV),312
HONDA,CR-V AWD,1.5,4,AV,188,2025,2.0,4,Auto(AV),237
HONDA,HR-V AWD,1.8,4,AV,194,2025,2.0,4,Auto(AV),326
HONDA,HR-V AWD,1.8,4,AV7,194,2025,2.0,4,Auto(AV),326
HONDA,PILOT AWD,3.5,6,A6,266,2025,3.5,6,Auto(S10),415
HONDA,PILOT AWD,3.5,6,AS9,256,2025,3.5,6,Auto(S10),415
HYUNDAI,ELANTRA,2.0,4,AS6,174,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,2.0,4,AS6,174,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,2.0,4,M6,187,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,2.0,4,M6,187,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,SANTA FE AWD,3.3,6,AS6,269,2025,2.5,4,Auto(AM-S8),390
HYUNDAI,SONATA HYBRID,2.0,4,AS6,143,2025,2.0,4,Auto(AM-S6),188
HYUNDAI,TUCSON AWD,2.0,4,AS6,241,2025,2.5,4,Auto(S8),339
KIA,NIRO,1.6,4,AM6,114,2025,1.6,4,Auto(AM-S6),181
KIA,NIRO FE,1.6,4,AM6,110,2025,1.6,4,Auto(AM-S6),167
KIA,SORENTO AWD,2.0,4,AS6,259,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,2.0,4,AS6,259,2025,2.5,4,Auto(S8),357
KIA,SORENTO AWD,2.4,4,AS6,246,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,2.4,4,AS6,246,2025,2.5,4,Auto(S8),357
KIA,SORENTO AWD,3.3,6,AS6,289,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,3.3,6,AS6,289,2025,2.5,4,Auto(S8),357
KIA,SOUL,1.6,4,AS6,205,2025,2.0,4,Auto(AV),302
KIA,SOUL,1.6,4,M6,208,2025,2.0,4,Auto(AV),302
KIA,SOUL,2.0,4,AS6,206,2025,2.0,4,Auto(AV),302
KIA,SPORTAGE AWD,2.0,4,AS6,263,2025,2.5,4,Auto(S8),361
KIA,SPORTAGE AWD,2.4,4,AS6,247,2025,2.5,4,Auto(S8),361
MAZDA,CX-5 4WD,2.5,4,AS6,221,2025,2.5,4,Auto(S6),370
MAZDA,CX-5 4WD,2.5,4,AS6,221,2025,2.5,4,Auto(S6),348
MAZDA,CX-5 4WD,2.5,4,AS6,221,2025,2.5,4,Auto(S6),321
MAZDA,MX-5,2.0,4,AS6,187,2025,2.0,4,Auto(S6),301
MAZDA,MX-5,2.0,4,AS6,187,2025,2.0,4,Manual(M6),305
MERCEDES-BENZ,AMG G 63,5.5,8,AS7,413,2025,4.0,8,Auto(A9),608
MERCEDES-BENZ,C 300 4MATIC,2.0,4,AS7,212,2025,2.0,4,Auto(A9),329
MERCEDES-BENZ,CLA 250,2.0,4,AS7,190,2025,2.0,4,Auto(AM8),298
MERCEDES-BENZ,G 550,4.0,8,AS7,401,2025,3.0,6,Auto(A9),490
MERCEDES-BENZ,GLA 250 4MATIC,2.0,4,AS7,212,2025,2.0,4,Auto(AM8),315
MERCEDES-BENZ,GLA 250 4MATIC,2.0,4,AS7,128,2025,2.0,4,Auto(AM8),315
MERCEDES-BENZ,GLS 450 4MATIC,3.0,6,A9,306,2025,3.0,6,Auto(A9),428
NISSAN,ARMADA 4WD,5.6,8,AS7,362,2025,3.5,6,Auto(S9),524
NISSAN,FRONTIER 4WD,4.0,6,A5,326,2025,3.8,6,Auto(S9),470
NISSAN,FRONTIER 4WD,4.0,6,M6,317,2025,3.8,6,Auto(S9),470
NISSAN,MURANO AWD,3.5,6,AV7,232,2025,2.0,4,Auto(S9),387
NISSAN,PATHFINDER 4WD,3.5,6,AV,250,2025,3.5,6,Auto(S9),379
NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,AV,258,2025,3.5,6,Auto(S9),400
NISSAN,ROGUE AWD,2.5,4,AV,203,2025,1.5,3,Auto(AV-S8),287
NISSAN,SENTRA,1.8,4,AV,171,2025,2.0,4,Auto(AV),262
NISSAN,SENTRA,1.8,4,M6,187,2025,2.0,4,Auto(AV),262
NISSAN,VERSA,1.6,4,AV,164,2025,1.6,4,Auto(AV),253
NISSAN,VERSA,1.6,4,AV,164,2025,1.6,4,Manual(M5),296
NISSAN,VERSA,1.6,4,M5,180,2025,1.6,4,Auto(AV),253
NISSAN,VERSA,1.6,4,M5,180,2025,1.6,4,Manual(M5),296
PORSCHE,911 CARRERA,3.0,6,AM7,221,2025,3.0,6,Auto(AM-S8),424
PORSCHE,911 CARRERA,3.0,6,M7,237,2025,3.0,6,Auto(AM-S8),424
PORSCHE,911 CARRERA CABRIOLET,3.0,6,AM7,227,2025,3.0,6,Auto(AM-S8),429
PORSCHE,911 CARRERA CABRIOLET,3.0,6,M7,241,2025,3.0,6,Auto(AM-S8),429
PORSCHE,911 TURBO,3.8,6,AM7,266,2025,3.7,6,Auto(AM-S8),534
PORSCHE,911 TURBO CABRIOLET,3.8,6,AM7,267,2025,3.7,6,Auto(AM-S8),546
PORSCHE,911 TURBO S,3.8,6,AM7,266,2025,3.7,6,Auto(AM-S8),556
PORSCHE,911 TURBO S CABRIOLET,3.8,6,AM7,267,2025,3.7,6,Auto(AM-S8),549
PORSCHE,CAYENNE,3.6,6,A8,268,2025,3.0,6,Auto(S8),469
PORSCHE,CAYENNE S,3.6,6,A8,281,2025,4.0,8,Auto(S8),492
PORSCHE,MACAN,2.0,4,A7,248,2025,2.0,4,Auto(AM-S7),424
PORSCHE,MACAN S,3.0,6,A7,285,2025,2.9,6,Auto(AM-S7),466
PORSCHE,MACAN GTS,3.0,6,A7,287,2025,2.9,6,Auto(AM-S7),466
ROLLS-ROYCE,GHOST,6.6,12,AS8,390,2025,6.7,12,Auto(S8),609
ROLLS-ROYCE,PHANTOM,6.7,12,AS8,400,2025,6.7,12,Auto(S8),609
SUBARU,BRZ,2.0,4,AS6,200,2025,2.4,4,Auto(S6),362
SUBARU,BRZ,2.0,4,AS6,200,2025,2.4,4,Manual(M6),398
SUBARU,BRZ,2.0,4,M6,228,2025,2.4,4,Auto(S6),362
SUBARU,BRZ,2.0,4,M6,228,2025,2.4,4,Manual(M6),398
SUBARU,CROSSTREK AWD,2.0,4,AV6,193,2025,2.0,4,Auto(AV-S8),300
SUBARU,CROSSTREK AWD,2.0,4,AV6,193,2025,2.5,4,Auto(AV-S8),305
SUBARU,CROSSTREK AWD,2.0,4,M5,216,2025,2.0,4,Auto(AV-S8),300
SUBARU,CROSSTREK AWD,2.0,4,M5,216,2025,2.5,4,Auto(AV-S8),305
SUBARU,FORESTER AWD,2.0,4,AV8,223,2025,2.5,4,Auto(AV-S8),310
SUBARU,FORESTER AWD,2.5,4,AV6,196,2025,2.5,4,Auto(AV-S8),310
SUBARU,FORESTER AWD,2.5,4,M6,228,2025,2.5,4,Auto(AV-S8),310
SUBARU,OUTBACK AWD,2.5,4,AV6,198,2025,2.4,4,Auto(AV-S8),356
SUBARU,OUTBACK AWD,2.5,4,AV6,198,2025,2.5,4,Auto(AV-S8),314
SUBARU,OUTBACK AWD,2.5,4,M6,229,2025,2.4,4,Auto(AV-S8),356
SUBARU,OUTBACK AWD,2.5,4,M6,229,2025,2.5,4,Auto(AV-S8),314
SUBARU,OUTBACK AWD,3.6,6,AV6,247,2025,2.4,4,Auto(AV-S8),356
SUBARU,OUTBACK AWD,3.6,6,AV6,247,2025,2.5,4,Auto(AV-S8),314
TOYOTA,4RUNNER 4WD,4.0,6,AS5,310,2025,2.4,4,Auto(S8),417
TOYOTA,4RUNNER 4WD,4.0,6,AS5,310,2025,2.4,4,Auto(S8),415
TOYOTA,4RUNNER 4WD,4.0,6,AS5,310,2025,2.4,4,Auto(S8),380
TOYOTA,4RUNNER 4WD,4.0,6,AS5,310,2025,2.4,4,Auto(S8),380
TOYOTA,COROLLA,1.8,4,AV,174,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,AV,174,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,AV,174,2025,2.0,4,Auto(AV-S10),265
TOYOTA,COROLLA,1.8,4,AV7,178,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,AV7,178,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,AV7,178,2025,2.0,4,Auto(AV-S10),265
TOYOTA,COROLLA,1.8,4,M6,176,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,M6,176,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,M6,176,2025,2.0,4,Auto(AV-S10),265
TOYOTA,HIGHLANDER,3.5,6,AS8,243,2025,2.4,4,Auto(S8),370
TOYOTA,HIGHLANDER,3.5,6,AS8,243,2025,2.4,4,Auto(S8),359
TOYOTA,HIGHLANDER AWD,3.5,6,AS8,251,2025,2.4,4,Auto(S8),371
TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,AV6,193,2025,2.5,4,Auto(AV-S6),254
TOYOTA,PRIUS,1.8,4,AV,105,2025,2.0,4,Auto(AV),155
TOYOTA,RAV4,2.5,4,AS6,217,2025,2.5,4,Auto(S8),292
TOYOTA,RAV4 AWD,2.5,4,AS6,222,2025,2.5,4,Auto(S8),320
TOYOTA,RAV4 AWD,2.5,4,AS6,222,2025,2.5,4,Auto(S8),301
