Make,Model,Engine_Size_L_x,Cylinders_x,Transmission_x,CO2_Canada,Year,Engine_Size_L_y,Cylinders_y,Transmission_y,CO2_US
TOYOTA,RAV4 HYBRID AWD,2.5,4,AV6,170,2025,2.5,4,Auto(AV-S6),224
TOYOTA,SEQUOIA 4WD,5.7,8,AS6,380,2025,3.4,6,Auto(S10),439
TOYOTA,SIENNA,3.5,6,AS8,255,2025,2.5,4,Auto(AV-S6),246
TOYOTA,SIENNA AWD,3.5,6,AS8,274,2025,2.5,4,Auto(AV-S6),253
TOYOTA,TACOMA 4WD,2.7,4,AS6,274,2025,2.4,4,Auto(S8),424
TOYOTA,TACOMA 4WD,2.7,4,M5,279,2025,2.4,4,Auto(S8),424
TOYOTA,TACOMA 4WD,3.5,6,AS6,283,2025,2.4,4,Auto(S8),424
TOYOTA,TACOMA 4WD,3.5,6,M6,301,2025,2.4,4,Auto(S8),424
TOYOTA,TUNDRA 4WD,4.6,8,AS6,349,2025,3.4,6,Auto(S10),468
TOYOTA,TUNDRA 4WD,4.6,8,AS6,349,2025,3.4,6,Auto(S10),460
TOYOTA,TUNDRA 4WD,4.6,8,AS6,349,2025,3.4,6,Auto(S10),439
TOYOTA,TUNDRA 4WD,5.7,8,AS6,378,2025,3.4,6,Auto(S10),468
TOYOTA,TUNDRA 4WD,5.7,8,AS6,378,2025,3.4,6,Auto(S10),460
TOYOTA,TUNDRA 4WD,5.7,8,AS6,378,2025,3.4,6,Auto(S10),439
BMW,230I COUPE,2.0,4,AS8,197,2025,2.0,4,Auto(S8),296
BMW,230I COUPE,2.0,4,M6,219,2025,2.0,4,Auto(S8),296
BMW,230I XDRIVE COUPE,2.0,4,AS8,202,2025,2.0,4,Auto(S8),313
BMW,430I XDRIVE COUPE,2.0,4,AS8,208,2025,2.0,4,Auto(S8),294
BMW,430I XDRIVE GRAN COUPE,2.0,4,AS8,208,2025,2.0,4,Auto(S8),305
BMW,M240I COUPE,3.0,6,AS8,222,2025,3.0,6,Auto(S8),339
BMW,M240I COUPE,3.0,6,M6,249,2025,3.0,6,Auto(S8),339
BMW,M240I XDRIVE COUPE,3.0,6,AS8,227,2025,3.0,6,Auto(S8),336
BMW,M4 COUPE,3.0,6,AM7,280,2025,3.0,6,Manual(M6),472
BMW,M4 COUPE,3.0,6,M6,273,2025,3.0,6,Manual(M6),472
BMW,X1 XDRIVE28I,2.0,4,AS8,217,2025,2.0,4,Auto(AM-S7),318
BMW,X2 XDRIVE28I,2.0,4,AS8,222,2025,2.0,4,Auto(AM-S7),318
BMW,X3 XDRIVE30I,2.0,4,AS8,223,2025,2.0,4,Auto(S8),299
BMW,X4 M40I,3.0,6,AS8,266,2025,3.0,6,Auto(S8),377
HONDA,ACCORD,1.5,4,AV,168,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,1.5,4,AV,168,2025,2.0,4,Auto(AV),184
HONDA,ACCORD,1.5,4,AV7,177,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,1.5,4,AV7,177,2025,2.0,4,Auto(AV),184
HONDA,ACCORD,1.5,4,M6,185,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,1.5,4,M6,185,2025,2.0,4,Auto(AV),184
HONDA,ACCORD,2.0,4,M6,214,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,2.0,4,M6,214,2025,2.0,4,Auto(AV),184
HONDA,ACCORD SPORT/TOURING,2.0,4,AS10,211,2025,2.0,4,Auto(AV),201
HONDA,CR-V AWD,1.5,4,AV,188,2025,1.5,4,Auto(AV),312
HONDA,CR-V AWD,1.5,4,AV,188,2025,2.0,4,Auto(AV),237
HONDA,HR-V AWD,1.8,4,AV,194,2025,2.0,4,Auto(AV),326
HONDA,HR-V AWD,1.8,4,AV7,194,2025,2.0,4,Auto(AV),326
HONDA,PILOT AWD,3.5,6,A6,266,2025,3.5,6,Auto(S10),415
HONDA,PILOT AWD,3.5,6,AS9,256,2025,3.5,6,Auto(S10),415
HYUNDAI,ELANTRA,1.6,4,AM7,189,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,1.6,4,AM7,189,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,1.6,4,M6,221,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,1.6,4,M6,221,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,2.0,4,AS6,174,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,2.0,4,AS6,174,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,2.0,4,M6,188,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,2.0,4,M6,188,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,KONA AWD,1.6,4,AM7,201,2025,1.6,4,Auto(S8),339
HYUNDAI,KONA AWD,1.6,4,AM7,201,2025,2.0,4,Auto(AV-S1),323
HYUNDAI,KONA AWD,1.6,4,AM7,201,2025,2.0,4,Auto(AV-S1),319
HYUNDAI,KONA AWD,2.0,4,AS6,202,2025,1.6,4,Auto(S8),339
HYUNDAI,KONA AWD,2.0,4,AS6,202,2025,2.0,4,Auto(AV-S1),323
HYUNDAI,KONA AWD,2.0,4,AS6,202,2025,2.0,4,Auto(AV-S1),319
HYUNDAI,SANTA FE AWD,3.3,6,AS6,269,2025,2.5,4,Auto(AM-S8),390
HYUNDAI,SONATA HYBRID,2.0,4,AM6,135,2025,2.0,4,Auto(AM-S6),188
HYUNDAI,TUCSON AWD,1.6,4,AM7,221,2025,2.5,4,Auto(S8),339
HYUNDAI,TUCSON AWD,2.0,4,AS6,241,2025,2.5,4,Auto(S8),339
KIA,NIRO,1.6,4,AM6,114,2025,1.6,4,Auto(AM-S6),181
KIA,NIRO FE,1.6,4,AM6,110,2025,1.6,4,Auto(AM-S6),167
KIA,SORENTO AWD,2.0,4,AS6,259,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,2.0,4,AS6,259,2025,2.5,4,Auto(S8),357
KIA,SORENTO AWD,2.4,4,AS6,246,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,2.4,4,AS6,246,2025,2.5,4,Auto(S8),357
KIA,SORENTO AWD,3.3,6,AS6,289,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,3.3,6,AS6,289,2025,2.5,4,Auto(S8),357
KIA,SOUL,1.6,4,AM7,199,2025,2.0,4,Auto(AV),302
KIA,SOUL,1.6,4,AS6,205,2025,2.0,4,Auto(AV),302
KIA,SOUL,2.0,4,AS6,206,2025,2.0,4,Auto(AV),302
KIA,SPORTAGE AWD,2.0,4,AS6,263,2025,2.5,4,Auto(S8),361
KIA,SPORTAGE AWD,2.4,4,AS6,247,2025,2.5,4,Auto(S8),361
MAZDA,CX-5 4WD,2.5,4,AS6,217,2025,2.5,4,Auto(S6),370
MAZDA,CX-5 4WD,2.5,4,AS6,217,2025,2.5,4,Auto(S6),348
MAZDA,CX-5 4WD,2.5,4,AS6,217,2025,2.5,4,Auto(S6),321
MAZDA,MX-5,2.0,4,AS6,188,2025,2.0,4,Auto(S6),301
MAZDA,MX-5,2.0,4,AS6,188,2025,2.0,4,Manual(M6),305
MERCEDES-BENZ,AMG C 43 4MATIC,3.0,6,A9,244,2025,2.0,4,Auto(A9),405
MERCEDES-BENZ,AMG G 63,5.5,8,A7,419,2025,4.0,8,Auto(A9),608
MERCEDES-BENZ,AMG GLC 43 4MATIC,3.0,6,A9,277,2025,2.0,4,Auto(A9),423
MERCEDES-BENZ,C 300 4MATIC,2.0,4,A9,214,2025,2.0,4,Auto(A9),329
MERCEDES-BENZ,CLA 250,2.0,4,AM7,193,2025,2.0,4,Auto(AM8),298
MERCEDES-BENZ,CLA 250 4MATIC,2.0,4,AM7,204,2025,2.0,4,Auto(AM8),311
MERCEDES-BENZ,G 550,4.0,8,A7,410,2025,3.0,6,Auto(A9),490
MERCEDES-BENZ,GLA 250 4MATIC,2.0,4,AM7,209,2025,2.0,4,Auto(AM8),315
MERCEDES-BENZ,GLS 450 4MATIC,3.0,6,A9,305,2025,3.0,6,Auto(A9),428
NISSAN,ARMADA 4WD,5.6,8,AS7,362,2025,3.5,6,Auto(S9),524
NISSAN,FRONTIER 4WD,4.0,6,A5,326,2025,3.8,6,Auto(S9),470
NISSAN,FRONTIER 4WD,4.0,6,M6,317,2025,3.8,6,Auto(S9),470
NISSAN,KICKS,1.6,4,AV,169,2025,2.0,4,Auto(AV),287
NISSAN,MURANO AWD,3.5,6,AV7,232,2025,2.0,4,Auto(S9),387
NISSAN,PATHFINDER 4WD,3.5,6,AV,250,2025,3.5,6,Auto(S9),379
NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,AV,259,2025,3.5,6,Auto(S9),400
NISSAN,ROGUE AWD,2.5,4,AV,205,2025,1.5,3,Auto(AV-S8),287
NISSAN,SENTRA,1.8,4,AV,172,2025,2.0,4,Auto(AV),262
NISSAN,SENTRA,1.8,4,M6,187,2025,2.0,4,Auto(AV),262
NISSAN,VERSA,1.6,4,AV,164,2025,1.6,4,Auto(AV),253
NISSAN,VERSA,1.6,4,AV,164,2025,1.6,4,Manual(M5),296
NISSAN,VERSA,1.6,4,M5,180,2025,1.6,4,Auto(AV),253
NISSAN,VERSA,1.6,4,M5,180,2025,1.6,4,Manual(M5),296
PORSCHE,911 CARRERA,3.0,6,AM7,221,2025,3.0,6,Auto(AM-S8),424
PORSCHE,911 CARRERA,3.0,6,M7,237,2025,3.0,6,Auto(AM-S8),424
PORSCHE,911 CARRERA CABRIOLET,3.0,6,AM7,227,2025,3.0,6,Auto(AM-S8),429
PORSCHE,911 CARRERA CABRIOLET,3.0,6,M7,241,2025,3.0,6,Auto(AM-S8),429
PORSCHE,911 CARRERA GTS CABRIOLET,3.0,6,AM7,249,2025,3.6,6,Auto(AM-S8),459
PORSCHE,911 CARRERA GTS CABRIOLET,3.0,6,AM7,249,2025,3.6,6,Auto(AM-S8),459
PORSCHE,911 CARRERA GTS CABRIOLET,3.0,6,M7,258,2025,3.6,6,Auto(AM-S8),459
PORSCHE,911 CARRERA GTS CABRIOLET,3.0,6,M7,258,2025,3.6,6,Auto(AM-S8),459
PORSCHE,911 CARRERA 4 GTS,3.0,6,AM7,248,2025,3.6,6,Auto(AM-S8),461
PORSCHE,911 CARRERA 4 GTS,3.0,6,M7,257,2025,3.6,6,Auto(AM-S8),461
PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.0,6,AM7,250,2025,3.6,6,Auto(AM-S8),468
PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.0,6,M7,260,2025,3.6,6,Auto(AM-S8),468
PORSCHE,911 TARGA 4 GTS,3.0,6,AM7,251,2025,3.6,6,Auto(AM-S8),468
PORSCHE,911 TARGA 4 GTS,3.0,6,M7,266,2025,3.6,6,Auto(AM-S8),468
PORSCHE,911 TURBO,3.8,6,AM7,266,2025,3.7,6,Auto(AM-S8),534
PORSCHE,911 TURBO CABRIOLET,3.8,6,AM7,267,2025,3.7,6,Auto(AM-S8),546
PORSCHE,911 TURBO S,3.8,6,AM7,266,2025,3.7,6,Auto(AM-S8),556
PORSCHE,911 TURBO S CABRIOLET,3.8,6,AM7,267,2025,3.7,6,Auto(AM-S8),549
PORSCHE,CAYENNE,3.6,6,A8,268,2025,3.0,6,Auto(S8),469
PORSCHE,CAYENNE S,3.6,6,A8,281,2025,4.0,8,Auto(S8),492
PORSCHE,MACAN,2.0,4,A7,248,2025,2.0,4,Auto(AM-S7),424
PORSCHE,MACAN GTS,3.0,6,A7,287,2025,2.9,6,Auto(AM-S7),466
PORSCHE,MACAN S,3.0,6,A7,285,2025,2.9,6,Auto(AM-S7),466
PORSCHE,PANAMERA,3.0,6,AM8,229,2025,2.9,6,Auto(AM-S8),431
PORSCHE,PANAMERA 4,3.0,6,AM8,235,2025,2.9,6,Auto(AM-S8),425
ROLLS-ROYCE,GHOST,6.6,12,AS8,397,2025,6.7,12,Auto(S8),609
ROLLS-ROYCE,PHANTOM,6.7,12,AS8,387,2025,6.7,12,Auto(S8),609
SUBARU,BRZ,2.0,4,AS6,200,2025,2.4,4,Auto(S6),362
SUBARU,BRZ,2.0,4,AS6,200,2025,2.4,4,Manual(M6),398
SUBARU,BRZ,2.0,4,M6,229,2025,2.4,4,Auto(S6),362
SUBARU,BRZ,2.0,4,M6,229,2025,2.4,4,Manual(M6),398
SUBARU,CROSSTREK AWD,2.0,4,AV7,188,2025,2.0,4,Auto(AV-S8),300
SUBARU,CROSSTREK AWD,2.0,4,AV7,188,2025,2.5,4,Auto(AV-S8),305
SUBARU,CROSSTREK AWD,2.0,4,M6,220,2025,2.0,4,Auto(AV-S8),300
SUBARU,CROSSTREK AWD,2.0,4,M6,220,2025,2.5,4,Auto(AV-S8),305
SUBARU,FORESTER AWD,2.0,4,AV8,223,2025,2.5,4,Auto(AV-S8),310
SUBARU,FORESTER AWD,2.5,4,AV6,196,2025,2.5,4,Auto(AV-S8),310
SUBARU,FORESTER AWD,2.5,4,M6,228,2025,2.5,4,Auto(AV-S8),310
SUBARU,OUTBACK AWD,2.5,4,AV7,198,2025,2.4,4,Auto(AV-S8),356
SUBARU,OUTBACK AWD,2.5,4,AV7,198,2025,2.5,4,Auto(AV-S8),314
SUBARU,OUTBACK AWD,3.6,6,AV6,247,2025,2.4,4,Auto(AV-S8),356
SUBARU,OUTBACK AWD,3.6,6,AV6,247,2025,2.5,4,Auto(AV-S8),314
TOYOTA,4RUNNER 4WD,4.0,6,AS5,308,2025,2.4,4,Auto(S8),417
TOYOTA,4RUNNER 4WD,4.0,6,AS5,308,2025,2.4,4,Auto(S8),415
TOYOTA,4RUNNER 4WD,4.0,6,AS5,308,2025,2.4,4,Auto(S8),380
TOYOTA,4RUNNER 4WD,4.0,6,AS5,308,2025,2.4,4,Auto(S8),380
TOYOTA,COROLLA,1.8,4,AV,174,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,AV,174,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,AV,174,2025,2.0,4,Auto(AV-S10),265
TOYOTA,COROLLA,1.8,4,AV7,178,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,AV7,178,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,AV7,178,2025,2.0,4,Auto(AV-S10),265
TOYOTA,COROLLA,1.8,4,M6,178,2025,2.0,4,Auto(AV),257
TOYOTA,COROLLA,1.8,4,M6,178,2025,2.0,4,Auto(AV),254
TOYOTA,COROLLA,1.8,4,M6,178,2025,2.0,4,Auto(AV-S10),265
TOYOTA,HIGHLANDER,3.5,6,AS8,243,2025,2.4,4,Auto(S8),370
TOYOTA,HIGHLANDER,3.5,6,AS8,243,2025,2.4,4,Auto(S8),359
TOYOTA,HIGHLANDER AWD,3.5,6,AS8,251,2025,2.4,4,Auto(S8),371
TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,AV6,193,2025,2.5,4,Auto(AV-S6),254
TOYOTA,PRIUS,1.8,4,AV,105,2025,2.0,4,Auto(AV),155
TOYOTA,RAV4 AWD,2.5,4,AS6,222,2025,2.5,4,Auto(S8),320
TOYOTA,RAV4 AWD,2.5,4,AS6,222,2025,2.5,4,Auto(S8),301
TOYOTA,RAV4 HYBRID AWD,2.5,4,AV6,171,2025,2.5,4,Auto(AV-S6),224
TOYOTA,SEQUOIA 4WD,5.7,8,AS6,384,2025,3.4,6,Auto(S10),439
TOYOTA,SIENNA,3.5,6,AS8,256,2025,2.5,4,Auto(AV-S6),246
TOYOTA,SIENNA AWD,3.5,6,AS8,274,2025,2.5,4,Auto(AV-S6),253
TOYOTA,TACOMA 4WD,2.7,4,AS6,274,2025,2.4,4,Auto(S8),424
TOYOTA,TACOMA 4WD,3.5,6,AS6,283,2025,2.4,4,Auto(S8),424
TOYOTA,TACOMA 4WD,3.5,6,M6,299,2025,2.4,4,Auto(S8),424
TOYOTA,TUNDRA 4WD,4.6,8,AS6,354,2025,3.4,6,Auto(S10),468
TOYOTA,TUNDRA 4WD,4.6,8,AS6,354,2025,3.4,6,Auto(S10),460
TOYOTA,TUNDRA 4WD,4.6,8,AS6,354,2025,3.4,6,Auto(S10),439
TOYOTA,TUNDRA 4WD,5.7,8,AS6,383,2025,3.4,6,Auto(S10),468
TOYOTA,TUNDRA 4WD,5.7,8,AS6,383,2025,3.4,6,Auto(S10),460
TOYOTA,TUNDRA 4WD,5.7,8,AS6,383,2025,3.4,6,Auto(S10),439
BMW,230I XDRIVE COUPE,2.0,4,AS8,202,2025,2.0,4,Auto(S8),313
BMW,430I XDRIVE COUPE,2.0,4,AS8,207,2025,2.0,4,Auto(S8),294
BMW,430I XDRIVE GRAN COUPE,2.0,4,AS8,207,2025,2.0,4,Auto(S8),305
BMW,M240I COUPE,3.0,6,AS8,227,2025,3.0,6,Auto(S8),339
BMW,M240I COUPE,3.0,6,M6,256,2025,3.0,6,Auto(S8),339
BMW,M240I XDRIVE COUPE,3.0,6,AS8,229,2025,3.0,6,Auto(S8),336
BMW,M4 COUPE,3.0,6,AM7,294,2025,3.0,6,Manual(M6),472
BMW,M4 COUPE,3.0,6,M6,273,2025,3.0,6,Manual(M6),472
BMW,M850I XDRIVE COUPE,4.4,8,AS8,269,2025,4.4,8,Auto(S8),456
BMW,X1 XDRIVE28I,2.0,4,AS8,217,2025,2.0,4,Auto(AM-S7),318
BMW,X2 XDRIVE28I,2.0,4,AS8,222,2025,2.0,4,Auto(AM-S7),318
BMW,X3 XDRIVE30I,2.0,4,AS8,223,2025,2.0,4,Auto(S8),299
BMW,X4 XDRIVE30I,2.0,4,AS8,223,2025,2.0,4,Auto(S8),372
BMW,X4 M40I,3.0,6,AS8,245,2025,3.0,6,Auto(S8),377
BMW,X5 XDRIVE40I,3.0,6,AS8,245,2025,3.0,6,Auto(S8),352
BMW,X7 XDRIVE40I,3.0,6,AS8,254,2025,3.0,6,Auto(S8),397
HONDA,ACCORD,1.5,4,AV,168,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,1.5,4,AV,168,2025,2.0,4,Auto(AV),184
HONDA,ACCORD,1.5,4,AV7,177,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,1.5,4,AV7,177,2025,2.0,4,Auto(AV),184
HONDA,ACCORD,1.5,4,M6,185,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,1.5,4,M6,185,2025,2.0,4,Auto(AV),184
HONDA,ACCORD,2.0,4,M6,214,2025,1.5,4,Auto(AV),277
HONDA,ACCORD,2.0,4,M6,214,2025,2.0,4,Auto(AV),184
HONDA,ACCORD SPORT/TOURING,2.0,4,AS10,211,2025,2.0,4,Auto(AV),201
HONDA,CR-V AWD,1.5,4,AV,188,2025,1.5,4,Auto(AV),312
HONDA,CR-V AWD,1.5,4,AV,188,2025,2.0,4,Auto(AV),237
HONDA,HR-V AWD,1.8,4,AV,193,2025,2.0,4,Auto(AV),326
HONDA,HR-V AWD,1.8,4,AV7,199,2025,2.0,4,Auto(AV),326
HONDA,PASSPORT AWD,3.5,6,A9,265,2025,3.5,6,Auto(S9),416
HONDA,PILOT AWD,3.5,6,A6,266,2025,3.5,6,Auto(S10),415
HONDA,PILOT AWD,3.5,6,AS9,257,2025,3.5,6,Auto(S10),415
HYUNDAI,ELANTRA,1.6,4,AM7,189,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,1.6,4,AM7,189,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,1.6,4,M6,221,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,1.6,4,M6,221,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,2.0,4,AS6,174,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,2.0,4,AS6,174,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,ELANTRA,2.0,4,M6,188,2025,2.0,4,Auto(AV-S1),263
HYUNDAI,ELANTRA,2.0,4,M6,188,2025,2.0,4,Auto(AV-S1),246
HYUNDAI,KONA AWD,1.6,4,AM7,201,2025,1.6,4,Auto(S8),339
HYUNDAI,KONA AWD,1.6,4,AM7,201,2025,2.0,4,Auto(AV-S1),323
HYUNDAI,KONA AWD,1.6,4,AM7,201,2025,2.0,4,Auto(AV-S1),319
HYUNDAI,KONA AWD,2.0,4,AS6,202,2025,1.6,4,Auto(S8),339
HYUNDAI,KONA AWD,2.0,4,AS6,202,2025,2.0,4,Auto(AV-S1),323
HYUNDAI,KONA AWD,2.0,4,AS6,202,2025,2.0,4,Auto(AV-S1),319
HYUNDAI,SANTA FE AWD,2.0,4,AS8,262,2025,2.5,4,Auto(AM-S8),390
HYUNDAI,SANTA FE AWD,2.4,4,AS8,237,2025,2.5,4,Auto(AM-S8),390
HYUNDAI,SONATA HYBRID,2.0,4,AM6,135,2025,2.0,4,Auto(AM-S6),188
HYUNDAI,TUCSON AWD,2.0,4,AS6,239,2025,2.5,4,Auto(S8),339
HYUNDAI,TUCSON AWD,2.4,4,AS6,240,2025,2.5,4,Auto(S8),339
KIA,NIRO,1.6,4,AM6,114,2025,1.6,4,Auto(AM-S6),181
KIA,NIRO FE,1.6,4,AM6,110,2025,1.6,4,Auto(AM-S6),167
KIA,SORENTO AWD,2.4,4,AS6,242,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,2.4,4,AS6,242,2025,2.5,4,Auto(S8),357
KIA,SORENTO AWD,3.3,6,AS8,265,2025,2.5,4,Auto(AM-S8),389
KIA,SORENTO AWD,3.3,6,AS8,265,2025,2.5,4,Auto(S8),357
KIA,SOUL,1.6,4,AM7,199,2025,2.0,4,Auto(AV),302
KIA,SOUL,1.6,4,AS6,198,2025,2.0,4,Auto(AV),302
KIA,SOUL,2.0,4,AS6,206,2025,2.0,4,Auto(AV),302
KIA,SPORTAGE AWD,2.0,4,AS6,263,2025,2.5,4,Auto(S8),361
KIA,SPORTAGE AWD,2.4,4,AS6,247,2025,2.5,4,Auto(S8),361
MAZDA,CX-5 4WD,2.5,4,AS6,217,2025,2.5,4,Auto(S6),370
MAZDA,CX-5 4WD,2.5,4,AS6,217,2025,2.5,4,Auto(S6),348
MAZDA,CX-5 4WD,2.5,4,AS6,217,2025,2.5,4,Auto(S6),321
MAZDA,MAZDA3 4-DOOR 4WD,2.5,4,AS6,192,2025,2.5,4,Auto(S6),334
MAZDA,MAZDA3 4-DOOR 4WD,2.5,4,AS6,192,2025,2.5,4,Auto(S6),301
MAZDA,MAZDA3 5-DOOR 4WD,2.5,4,AS6,204,2025,2.5,4,Auto(S6),337
MAZDA,MAZDA3 5-DOOR 4WD,2.5,4,AS6,204,2025,2.5,4,Auto(S6),311
MAZDA,MX-5,2.0,4,AS6,186,2025,2.0,4,Auto(S6),301
MAZDA,MX-5,2.0,4,AS6,186,2025,2.0,4,Manual(M6),305
MERCEDES-BENZ,AMG C 43 4MATIC,3.0,6,A9,253,2025,2.0,4,Auto(A9),405
MERCEDES-BENZ,AMG G 63,4.0,8,A9,396,2025,4.0,8,Auto(A9),608
MERCEDES-BENZ,AMG GLC 43 4MATIC,3.0,6,A9,262,2025,2.0,4,Auto(A9),423
MERCEDES-BENZ,C 300 4MATIC,2.0,4,A9,219,2025,2.0,4,Auto(A9),329
MERCEDES-BENZ,CLA 250,2.0,4,AM7,193,2025,2.0,4,Auto(AM8),298
MERCEDES-BENZ,CLA 250 4MATIC,2.0,4,AM7,204,2025,2.0,4,Auto(AM8),311
MERCEDES-BENZ,E 450 4MATIC,3.0,6,A9,244,2025,3.0,6,Auto(A9),355
MERCEDES-BENZ,G 550,4.0,8,A9,378,2025,3.0,6,Auto(A9),490
MERCEDES-BENZ,GLA 250 4MATIC,2.0,4,AM7,209,2025,2.0,4,Auto(AM8),315
MERCEDES-BENZ,GLS 450 4MATIC,3.0,6,A9,312,2025,3.0,6,Auto(A9),428
NISSAN,ALTIMA AWD,2.5,4,AV,186,2025,2.5,4,Auto(AV),317
NISSAN,ARMADA 4WD,5.6,8,AS7,364,2025,3.5,6,Auto(S9),524
NISSAN,FRONTIER 4WD,4.0,6,A5,326,2025,3.8,6,Auto(S9),470
NISSAN,FRONTIER 4WD,4.0,6,M6,317,2025,3.8,6,Auto(S9),470
NISSAN,KICKS,1.6,4,AV,169,2025,2.0,4,Auto(AV),287
